,ACTIVITYESTIMATE,WEEK,POP,AREA,HealthCare_All,HealthCare_Over65,INCOME,TypeA_subH3,TypeA_subH1N1,TypeA,TypeA_subH3N2,TypeA_subU,TypeA_subH1,PrevWeek,NSporadic,NLocalAct,NNoAct,NRegional,NWidespread,Density
194,Sporadic,41,4842481,135767,84.5999984741211,98.5,42278,107,5,0,0,0,0,Local Activity,29,3,19,0,0.0,35.66758490649421
195,Sporadic,42,4842481,135767,84.5999984741211,98.5,42278,189,5,2,1,0,0,Sporadic,37,4,10,0,0.0,35.66758490649421
196,Sporadic,43,4842481,135767,84.5999984741211,98.5,42278,186,5,0,0,0,0,Sporadic,36,5,10,0,0.0,35.66758490649421
197,Sporadic,44,4842481,135767,84.5999984741211,98.5,42278,250,3,3,0,0,0,Sporadic,32,8,10,1,0.0,35.66758490649421
198,Sporadic,45,4842481,135767,84.5999984741211,98.5,42278,420,6,5,0,0,0,Sporadic,41,3,5,2,0.0,35.66758490649421
199,Local Activity,46,4842481,135767,84.5999984741211,98.5,42278,498,8,9,0,0,0,Sporadic,32,13,3,3,0.0,35.66758490649421
200,Regional,47,4842481,135767,84.5999984741211,98.5,42278,781,5,12,0,0,0,Local Activity,24,21,1,5,0.0,35.66758490649421
201,Regional,48,4842481,135767,84.5999984741211,98.5,42278,1102,4,10,0,0,0,Regional,18,20,2,9,1.0986122886681098,35.66758490649421
202,Regional,49,4842481,135767,84.5999984741211,98.5,42278,1934,7,6,0,0,0,Regional,12,19,0,14,1.9459101490553132,35.66758490649421
203,Regional,50,4842481,135767,84.5999984741211,98.5,42278,2840,4,22,0,0,0,Regional,5,7,0,25,2.70805020110221,35.66758490649421
204,Regional,51,4842481,135767,84.5999984741211,98.5,42278,3347,2,36,0,0,0,Regional,2,6,0,14,3.4011973816621555,35.66758490649421
205,Widespread,52,4842481,135767,84.5999984741211,98.5,42278,3637,3,25,0,0,0,Regional,2,2,0,11,3.6109179126442243,35.66758490649421
206,Widespread,53,4842481,135767,84.5999984741211,98.5,42278,3282,0,34,0,0,0,Widespread,1,1,0,6,3.784189633918261,35.66758490649421
207,Regional,1,4842481,135767,84.5999984741211,98.5,42278,2952,7,22,0,0,0,Widespread,0,2,0,3,3.8501476017100584,35.66758490649421
208,Regional,2,4842481,135767,84.5999984741211,98.5,42278,2566,4,20,0,0,0,Regional,0,2,0,3,3.8501476017100584,35.66758490649421
209,Regional,3,4842481,135767,84.5999984741211,98.5,42278,2240,1,31,0,0,0,Regional,0,2,0,5,3.8066624897703196,35.66758490649421
210,Regional,4,4842481,135767,84.5999984741211,98.5,42278,2013,5,10,0,0,0,Regional,0,2,0,5,3.8066624897703196,35.66758490649421
211,Regional,5,4842481,135767,84.5999984741211,98.5,42278,1596,5,9,0,0,0,Regional,0,2,0,9,3.713572066704308,35.66758490649421
212,Local Activity,6,4842481,135767,84.5999984741211,98.5,42278,942,2,12,0,0,0,Regional,0,3,0,16,3.4965075614664802,35.66758490649421
213,Widespread,7,4842481,135767,84.5999984741211,98.5,42278,662,3,5,0,0,0,Local Activity,0,6,0,15,3.4339872044851463,35.66758490649421
214,Regional,8,4842481,135767,84.5999984741211,98.5,42278,541,10,7,0,0,0,Widespread,0,6,0,25,3.044522437723423,35.66758490649421
215,Regional,9,4842481,135767,84.5999984741211,98.5,42278,409,1,5,0,0,0,Regional,2,7,0,30,2.5649493574615367,35.66758490649421
216,Regional,10,4842481,135767,84.5999984741211,98.5,42278,260,6,5,0,0,0,Regional,2,10,0,30,2.302585092994046,35.66758490649421
217,Local Activity,11,4842481,135767,84.5999984741211,98.5,42278,228,1,8,0,0,0,Regional,2,13,0,29,2.0794415416798357,35.66758490649421
218,Local Activity,12,4842481,135767,84.5999984741211,98.5,42278,142,3,0,0,0,0,Local Activity,1,16,0,27,2.0794415416798357,35.66758490649421
219,Sporadic,13,4842481,135767,84.5999984741211,98.5,42278,99,3,4,0,0,0,Local Activity,5,22,0,20,1.6094379124341003,35.66758490649421
220,Sporadic,14,4842481,135767,84.5999984741211,98.5,42278,53,6,0,0,0,0,Sporadic,7,23,0,17,1.6094379124341003,35.66758490649421
221,No Activity,15,4842481,135767,84.5999984741211,98.5,42278,44,8,2,0,0,0,Sporadic,14,20,0,14,1.3862943611198906,35.66758490649421
222,Sporadic,16,4842481,135767,84.5999984741211,98.5,42278,29,2,1,0,0,0,No Activity,18,18,2,10,1.3862943611198906,35.66758490649421
223,Sporadic,17,4842481,135767,84.5999984741211,98.5,42278,13,1,2,0,0,0,Sporadic,22,14,3,9,1.3862943611198906,35.66758490649421
224,Sporadic,18,4842481,135767,84.5999984741211,98.5,42278,6,1,0,0,0,0,Sporadic,27,12,3,7,1.0986122886681098,35.66758490649421
225,Sporadic,19,4842481,135767,84.5999984741211,98.5,42278,9,2,1,0,0,0,Sporadic,28,12,6,2,1.3862943611198906,35.66758490649421
226,Sporadic,20,4842481,135767,84.5999984741211,98.5,42278,14,1,0,0,0,0,Sporadic,32,9,8,1,0.6931471805599453,35.66758490649421
227,No Activity,41,4853160,135767,84.5999984741211,98.5,44509,41,5,2,0,0,0,No Activity,27,1,22,1,0.0,35.74624172295182
228,Local Activity,42,4853160,135767,84.5999984741211,98.5,44509,43,10,1,0,0,0,No Activity,29,4,18,0,0.0,35.74624172295182
229,Sporadic,43,4853160,135767,84.5999984741211,98.5,44509,30,9,4,0,0,0,Local Activity,34,6,10,1,0.0,35.74624172295182
230,Sporadic,44,4853160,135767,84.5999984741211,98.5,44509,23,4,4,0,0,0,Sporadic,40,2,9,0,0.0,35.74624172295182
231,No Activity,45,4853160,135767,84.5999984741211,98.5,44509,26,9,1,0,0,0,Sporadic,41,4,6,0,0.0,35.74624172295182
232,No Activity,46,4853160,135767,84.5999984741211,98.5,44509,38,17,1,0,0,0,No Activity,40,4,7,0,0.0,35.74624172295182
233,No Activity,47,4853160,135767,84.5999984741211,98.5,44509,20,15,0,0,0,0,No Activity,39,5,7,0,0.0,35.74624172295182
234,No Activity,48,4853160,135767,84.5999984741211,98.5,44509,33,26,2,0,0,0,No Activity,39,7,5,0,0.0,35.74624172295182
235,Local Activity,49,4853160,135767,84.5999984741211,98.5,44509,35,35,3,0,0,0,No Activity,37,10,4,0,0.0,35.74624172295182
236,Local Activity,50,4853160,135767,84.5999984741211,98.5,44509,36,64,0,0,0,0,Local Activity,34,12,3,2,0.0,35.74624172295182
237,Sporadic,51,4853160,135767,84.5999984741211,98.5,44509,29,80,1,0,0,0,Local Activity,28,14,4,5,0.0,35.74624172295182
238,No Activity,52,4853160,135767,84.5999984741211,98.5,44509,37,131,1,0,0,0,Sporadic,29,12,4,5,0.6931471805599453,35.74624172295182
239,No Activity,1,4853160,135767,84.5999984741211,98.5,44509,47,188,2,0,0,0,No Activity,27,13,3,6,1.0986122886681098,35.74624172295182
240,No Activity,2,4853160,135767,84.5999984741211,98.5,44509,67,223,4,0,0,0,No Activity,28,11,3,9,0.0,35.74624172295182
241,Regional,3,4853160,135767,84.5999984741211,98.5,44509,81,320,13,0,0,0,No Activity,24,12,2,10,1.3862943611198906,35.74624172295182
242,Local Activity,4,4853160,135767,84.5999984741211,98.5,44509,139,458,14,0,0,0,Regional,21,12,0,14,1.6094379124341003,35.74624172295182
243,Local Activity,5,4853160,135767,84.5999984741211,98.5,44509,147,614,10,0,0,0,Local Activity,12,17,1,18,1.3862943611198906,35.74624172295182
244,Local Activity,6,4853160,135767,84.5999984741211,98.5,44509,183,773,16,0,0,0,Local Activity,10,16,1,17,2.0794415416798357,35.74624172295182
245,Regional,7,4853160,135767,84.5999984741211,98.5,44509,208,1180,17,0,0,0,Local Activity,3,16,0,20,2.5649493574615367,35.74624172295182
246,Regional,8,4853160,135767,84.5999984741211,98.5,44509,182,1528,27,0,0,0,Regional,1,11,0,18,3.091042453358316,35.74624172295182
247,Regional,9,4853160,135767,84.5999984741211,98.5,44509,255,1740,32,0,0,0,Regional,2,2,0,14,3.5263605246161616,35.74624172295182
248,Regional,10,4853160,135767,84.5999984741211,98.5,44509,277,2066,46,0,0,0,Regional,0,1,0,13,3.6375861597263857,35.74624172295182
249,Regional,11,4853160,135767,84.5999984741211,98.5,44509,186,1419,23,0,0,0,Regional,0,1,0,10,3.713572066704308,35.74624172295182
250,Local Activity,12,4853160,135767,84.5999984741211,98.5,44509,174,990,17,0,0,0,Regional,0,2,0,10,3.6888794541139363,35.74624172295182
251,Sporadic,13,4853160,135767,84.5999984741211,98.5,44509,155,763,33,0,0,0,Local Activity,1,3,0,18,3.4011973816621555,35.74624172295182
252,Local Activity,14,4853160,135767,84.5999984741211,98.5,44509,121,484,32,0,0,0,Sporadic,3,5,0,18,3.258096538021482,35.74624172295182
253,Local Activity,15,4853160,135767,84.5999984741211,98.5,44509,103,347,14,0,0,0,Local Activity,3,11,0,19,2.9444389791664403,35.74624172295182
254,Regional,16,4853160,135767,84.5999984741211,98.5,44509,118,255,15,0,0,0,Local Activity,4,14,0,19,2.70805020110221,35.74624172295182
255,Regional,17,4853160,135767,84.5999984741211,98.5,44509,88,152,5,0,0,0,Regional,8,14,0,16,2.6390573296152584,35.74624172295182
256,Regional,18,4853160,135767,84.5999984741211,98.5,44509,56,68,2,0,0,0,Regional,11,18,0,15,2.0794415416798357,35.74624172295182
257,Local Activity,19,4853160,135767,84.5999984741211,98.5,44509,59,41,2,0,0,0,Regional,15,21,0,12,1.3862943611198906,35.74624172295182
258,Local Activity,20,4853160,135767,84.5999984741211,98.5,44509,71,30,4,0,0,0,Local Activity,22,20,0,7,1.0986122886681098,35.74624172295182
259,No Activity,41,4864745,135767,84.5999984741211,98.5,47221,74,11,0,0,0,0,No Activity,36,1,14,0,0.0,35.83157173687273
260,Local Activity,42,4864745,135767,84.5999984741211,98.5,47221,106,12,2,0,0,0,No Activity,42,1,8,0,0.0,35.83157173687273
261,Local Activity,43,4864745,135767,84.5999984741211,98.5,47221,123,13,0,0,0,0,Local Activity,42,1,8,0,0.0,35.83157173687273
262,Sporadic,44,4864745,135767,84.5999984741211,98.5,47221,109,11,3,0,0,0,Local Activity,40,3,8,0,0.0,35.83157173687273
263,Sporadic,45,4864745,135767,84.5999984741211,98.5,47221,131,5,1,0,0,0,Sporadic,40,6,4,1,0.0,35.83157173687273
264,Local Activity,46,4864745,135767,84.5999984741211,98.5,47221,163,9,2,0,0,0,Sporadic,41,5,4,1,0.0,35.83157173687273
265,Local Activity,47,4864745,135767,84.5999984741211,98.5,47221,148,5,8,0,0,0,Local Activity,36,12,3,0,0.0,35.83157173687273
266,Regional,48,4864745,135767,84.5999984741211,98.5,47221,257,11,8,0,0,0,Local Activity,37,12,1,1,0.0,35.83157173687273
267,Local Activity,49,4864745,135767,84.5999984741211,98.5,47221,405,12,1,0,0,0,Regional,29,19,1,2,0.0,35.83157173687273
268,Regional,50,4864745,135767,84.5999984741211,98.5,47221,641,15,3,0,0,0,Local Activity,20,23,1,7,0.0,35.83157173687273
269,Regional,51,4864745,135767,84.5999984741211,98.5,47221,867,24,9,0,0,0,Regional,10,28,0,13,0.0,35.83157173687273
270,Regional,52,4864745,135767,84.5999984741211,98.5,47221,1310,21,23,0,0,0,Regional,5,20,0,18,2.1972245773362196,35.83157173687273
271,Regional,1,4864745,135767,84.5999984741211,98.5,47221,1477,36,6,0,0,0,Regional,0,11,0,28,2.5649493574615367,35.83157173687273
272,Regional,2,4864745,135767,84.5999984741211,98.5,47221,1681,35,14,0,0,0,Regional,0,9,0,21,3.091042453358316,35.83157173687273
273,Regional,3,4864745,135767,84.5999984741211,98.5,47221,1847,46,9,0,0,0,Regional,0,5,0,17,3.4011973816621555,35.83157173687273
274,Widespread,4,4864745,135767,84.5999984741211,98.5,47221,2043,34,17,0,0,0,Regional,0,2,0,12,3.6375861597263857,35.83157173687273
275,Widespread,5,4864745,135767,84.5999984741211,98.5,47221,2320,35,17,0,0,0,Widespread,0,2,0,9,3.713572066704308,35.83157173687273
276,Widespread,6,4864745,135767,84.5999984741211,98.5,47221,2615,62,18,0,0,0,Widespread,0,2,0,6,3.784189633918261,35.83157173687273
277,Widespread,7,4864745,135767,84.5999984741211,98.5,47221,2413,53,13,0,0,0,Widespread,0,1,0,4,3.8501476017100584,35.83157173687273
278,Widespread,8,4864745,135767,84.5999984741211,98.5,47221,2196,79,9,0,0,0,Widespread,1,2,0,4,3.8066624897703196,35.83157173687273
279,Widespread,9,4864745,135767,84.5999984741211,98.5,47221,1359,49,13,0,0,0,Widespread,0,3,0,5,3.784189633918261,35.83157173687273
280,Widespread,10,4864745,135767,84.5999984741211,98.5,47221,1169,44,13,0,0,0,Widespread,1,3,0,8,3.6888794541139363,35.83157173687273
281,Widespread,11,4864745,135767,84.5999984741211,98.5,47221,836,24,8,0,0,0,Widespread,0,4,0,11,3.6109179126442243,35.83157173687273
282,Widespread,12,4864745,135767,84.5999984741211,98.5,47221,809,31,3,0,0,0,Widespread,2,3,0,10,3.6109179126442243,35.83157173687273
283,Regional,13,4864745,135767,84.5999984741211,98.5,47221,641,25,3,0,0,0,Widespread,2,6,0,12,3.4657359027997265,35.83157173687273
284,Local Activity,14,4864745,135767,84.5999984741211,98.5,47221,366,15,4,0,0,0,Regional,2,6,0,19,3.2188758248682006,35.83157173687273
285,Sporadic,15,4864745,135767,84.5999984741211,98.5,47221,217,5,1,0,0,0,Local Activity,2,13,0,18,2.9444389791664403,35.83157173687273
286,Sporadic,16,4864745,135767,84.5999984741211,98.5,47221,138,8,2,0,0,0,Sporadic,6,20,0,15,2.3978952727983707,35.83157173687273
287,Sporadic,17,4864745,135767,84.5999984741211,98.5,47221,130,5,2,0,0,0,Sporadic,13,20,0,11,2.0794415416798357,35.83157173687273
288,Sporadic,18,4864745,135767,84.5999984741211,98.5,47221,80,5,2,0,0,0,Sporadic,19,21,0,8,1.3862943611198906,35.83157173687273
289,Sporadic,19,4864745,135767,84.5999984741211,98.5,47221,95,2,1,0,0,0,Sporadic,30,13,0,7,0.6931471805599453,35.83157173687273
290,Sporadic,20,4864745,135767,84.5999984741211,98.5,47221,62,4,1,0,0,0,Sporadic,37,8,1,5,0.0,35.83157173687273
291,No Activity,41,4875120,135767,84.5999984741211,98.5,51113,126,12,8,0,0,0,Sporadic,39,2,10,0,0.0,35.907989423055675
292,Sporadic,42,4875120,135767,84.5999984741211,98.5,51113,152,12,0,0,0,0,No Activity,38,5,8,0,0.0,35.907989423055675
293,Sporadic,43,4875120,135767,84.5999984741211,98.5,51113,151,24,24,0,0,0,Sporadic,34,12,4,0,0.0,35.907989423055675
294,Local Activity,44,4875120,135767,84.5999984741211,98.5,51113,220,19,15,0,0,0,Sporadic,32,12,3,4,0.0,35.907989423055675
295,No Activity,45,4875120,135767,84.5999984741211,98.5,51113,274,19,1,0,0,0,Local Activity,32,13,0,6,0.0,35.907989423055675
296,Local Activity,46,4875120,135767,84.5999984741211,98.5,51113,372,52,2,0,0,0,No Activity,26,13,3,9,0.0,35.907989423055675
297,Local Activity,47,4875120,135767,84.5999984741211,98.5,51113,458,36,0,0,0,0,Local Activity,22,20,1,6,1.0986122886681098,35.907989423055675
298,Regional,48,4875120,135767,84.5999984741211,98.5,51113,724,59,8,1,0,0,Local Activity,13,24,0,10,1.6094379124341003,35.907989423055675
299,Regional,49,4875120,135767,84.5999984741211,98.5,51113,974,64,2,0,0,0,Regional,8,18,0,18,2.0794415416798357,35.907989423055675
300,Widespread,50,4875120,135767,84.5999984741211,98.5,51113,1335,122,10,0,0,0,Regional,3,10,0,26,2.5649493574615367,35.907989423055675
301,Widespread,51,4875120,135767,84.5999984741211,98.5,51113,2160,222,15,0,0,0,Widespread,0,5,0,23,3.1780538303479458,35.907989423055675
302,Widespread,52,4875120,135767,84.5999984741211,98.5,51113,2447,250,21,0,0,0,Widespread,0,2,0,13,3.6109179126442243,35.907989423055675
303,Widespread,1,4875120,135767,84.5999984741211,98.5,51113,2683,290,20,0,0,0,Widespread,0,1,0,4,3.8501476017100584,35.907989423055675
304,Widespread,2,4875120,135767,84.5999984741211,98.5,51113,2747,343,31,0,0,0,Widespread,0,1,0,1,3.912023005428146,35.907989423055675
305,Widespread,3,4875120,135767,84.5999984741211,98.5,51113,2442,353,21,0,0,0,Widespread,0,2,0,0,3.912023005428146,35.907989423055675
306,Widespread,4,4875120,135767,84.5999984741211,98.5,51113,2526,495,29,0,0,0,Widespread,0,2,0,0,3.912023005428146,35.907989423055675
307,Widespread,5,4875120,135767,84.5999984741211,98.5,51113,2303,504,32,0,0,0,Widespread,0,2,0,1,3.8918202981106265,35.907989423055675
308,Widespread,6,4875120,135767,84.5999984741211,98.5,51113,1882,492,23,0,0,0,Widespread,0,1,0,2,3.8918202981106265,35.907989423055675
309,Widespread,7,4875120,135767,84.5999984741211,98.5,51113,1387,436,22,0,0,0,Widespread,0,2,0,1,3.8918202981106265,35.907989423055675
310,Widespread,8,4875120,135767,84.5999984741211,98.5,51113,1002,260,11,0,0,0,Widespread,0,3,0,0,3.8918202981106265,35.907989423055675
311,Regional,9,4875120,135767,84.5999984741211,98.5,51113,543,214,6,0,0,0,Widespread,0,4,0,3,3.8066624897703196,35.907989423055675
312,Regional,10,4875120,135767,84.5999984741211,98.5,51113,343,130,15,0,0,0,Regional,0,5,0,12,3.5553480614894135,35.907989423055675
313,Regional,11,4875120,135767,84.5999984741211,98.5,51113,252,154,12,0,0,0,Regional,1,6,0,18,3.295836866004329,35.907989423055675
314,Sporadic,12,4875120,135767,84.5999984741211,98.5,51113,213,101,5,0,0,0,Regional,2,6,0,25,2.9444389791664403,35.907989423055675
315,Sporadic,13,4875120,135767,84.5999984741211,98.5,51113,207,119,3,0,0,0,Sporadic,4,9,0,22,2.833213344056216,35.907989423055675
316,Local Activity,14,4875120,135767,84.5999984741211,98.5,51113,154,96,4,0,0,0,Sporadic,3,11,0,26,2.4849066497880004,35.907989423055675
317,No Activity,15,4875120,135767,84.5999984741211,98.5,51113,98,95,0,0,0,0,Local Activity,5,17,0,22,2.0794415416798357,35.907989423055675
318,No Activity,16,4875120,135767,84.5999984741211,98.5,51113,81,43,0,0,0,0,No Activity,7,21,2,16,1.791759469228055,35.907989423055675
319,No Activity,17,4875120,135767,84.5999984741211,98.5,51113,52,42,0,0,0,0,No Activity,11,25,2,9,1.6094379124341003,35.907989423055675
320,No Activity,18,4875120,135767,84.5999984741211,98.5,51113,27,32,2,0,0,0,No Activity,15,24,2,7,1.3862943611198906,35.907989423055675
321,No Activity,19,4875120,135767,84.5999984741211,98.5,51113,20,13,0,0,0,0,No Activity,26,16,2,4,1.3862943611198906,35.907989423055675
322,No Activity,20,4875120,135767,84.5999984741211,98.5,51113,10,16,0,0,0,0,No Activity,34,9,3,3,1.0986122886681098,35.907989423055675
323,Widespread,41,698895,1723337,85.19999694824219,99.80000305175781,61604,5,1877,34,0,8,4,Widespread,0,2,0,8,3.7376696182833684,0.4055474930324133
324,Widespread,42,698895,1723337,85.19999694824219,99.80000305175781,61604,1,2216,57,0,9,3,Widespread,0,2,0,3,3.8501476017100584,0.4055474930324133
325,Widespread,43,698895,1723337,85.19999694824219,99.80000305175781,61604,6,2387,57,0,24,2,Widespread,0,1,0,2,3.8918202981106265,0.4055474930324133
326,Widespread,44,698895,1723337,85.19999694824219,99.80000305175781,61604,4,3210,79,0,24,8,Widespread,0,1,0,2,3.8918202981106265,0.4055474930324133
327,Widespread,45,698895,1723337,85.19999694824219,99.80000305175781,61604,2,5108,160,0,18,1,Widespread,0,1,0,4,3.8501476017100584,0.4055474930324133
328,Widespread,46,698895,1723337,85.19999694824219,99.80000305175781,61604,0,6433,279,0,18,0,Widespread,0,1,0,7,3.784189633918261,0.4055474930324133
329,Widespread,47,698895,1723337,85.19999694824219,99.80000305175781,61604,4,7284,327,0,27,3,Widespread,0,2,0,17,3.4965075614664802,0.4055474930324133
330,Widespread,48,698895,1723337,85.19999694824219,99.80000305175781,61604,2,5770,293,0,37,1,Widespread,2,7,0,17,3.258096538021482,0.4055474930324133
331,Widespread,49,698895,1723337,85.19999694824219,99.80000305175781,61604,2,4510,193,0,21,2,Widespread,4,8,0,25,2.70805020110221,0.4055474930324133
332,Regional,50,698895,1723337,85.19999694824219,99.80000305175781,61604,1,3593,111,0,21,2,Widespread,8,12,0,20,2.4849066497880004,0.4055474930324133
333,Local Activity,51,698895,1723337,85.19999694824219,99.80000305175781,61604,0,2208,61,0,21,1,Regional,11,14,1,18,2.0794415416798357,0.4055474930324133
334,Local Activity,52,698895,1723337,85.19999694824219,99.80000305175781,61604,2,1140,44,0,9,1,Local Activity,13,20,1,13,1.6094379124341003,0.4055474930324133
335,Local Activity,1,698895,1723337,85.19999694824219,99.80000305175781,61604,1,225,9,0,3,0,Local Activity,19,18,1,12,0.6931471805599453,0.4055474930324133
336,Sporadic,2,698895,1723337,85.19999694824219,99.80000305175781,61604,3,208,5,0,2,1,Local Activity,24,16,2,9,0.0,0.4055474930324133
337,Sporadic,3,698895,1723337,85.19999694824219,99.80000305175781,61604,0,251,2,0,2,0,Sporadic,33,10,1,7,0.0,0.4055474930324133
338,Sporadic,4,698895,1723337,85.19999694824219,99.80000305175781,61604,3,219,5,0,0,0,Sporadic,34,9,3,5,0.0,0.4055474930324133
339,Sporadic,5,698895,1723337,85.19999694824219,99.80000305175781,61604,0,259,5,0,0,0,Sporadic,32,10,3,6,0.0,0.4055474930324133
340,Sporadic,6,698895,1723337,85.19999694824219,99.80000305175781,61604,0,210,5,0,0,1,Sporadic,30,11,4,6,0.0,0.4055474930324133
341,Sporadic,7,698895,1723337,85.19999694824219,99.80000305175781,61604,0,220,5,0,0,0,Sporadic,36,9,3,3,0.0,0.4055474930324133
342,Sporadic,8,698895,1723337,85.19999694824219,99.80000305175781,61604,1,293,4,0,0,0,Sporadic,36,8,4,3,0.0,0.4055474930324133
343,Sporadic,9,698895,1723337,85.19999694824219,99.80000305175781,61604,0,274,5,0,0,0,Sporadic,35,8,4,4,0.0,0.4055474930324133
344,Sporadic,10,698895,1723337,85.19999694824219,99.80000305175781,61604,0,314,6,0,0,0,Sporadic,34,6,6,5,0.0,0.4055474930324133
345,Sporadic,11,698895,1723337,85.19999694824219,99.80000305175781,61604,0,234,8,0,0,0,Sporadic,32,8,8,3,0.0,0.4055474930324133
346,Sporadic,12,698895,1723337,85.19999694824219,99.80000305175781,61604,1,155,2,0,0,0,Sporadic,32,8,8,3,0.0,0.4055474930324133
347,Sporadic,13,698895,1723337,85.19999694824219,99.80000305175781,61604,1,145,1,0,0,0,Sporadic,31,7,10,3,0.0,0.4055474930324133
348,Sporadic,14,698895,1723337,85.19999694824219,99.80000305175781,61604,1,90,5,0,0,0,Sporadic,34,3,11,3,0.0,0.4055474930324133
